secondPagePath,channelGrouping,uniquePageviews
www.mysite.com/mysite-rangetwoffers/index.html,Organic Search,33
www.mysite.com/mysite-rangetwpricing-specs/index.html,Paid Search,33
www.mysite.com/mysite-rangetwfeatures/interior.html,Direct,33
buildyour.mysite.com/product_x/configure/model,(Other),31
www.mysite.com/mysite-racing/get-involved/index.html,Display,31
www.mysite.com/mysite-range-new/index.html,Social,31
www.mysite.com/owners/def-adblue.html,Social,31
www.mysite.com/mysite-rangetwfeatures/in-car-technology.html,Referral,31
companymeringuecalculator.mysite.com/select/single,Social,30
www.mysite.com/dealer-locator.html,Email,30
www.mysite.com/owners/warranties-roadside-assistance/standard-extended-warranty.html,Direct,30
www.mysite.com/about-mysite/reliability/index.html,Direct,29
www.mysite.com/mysite-rangetwaccessories/index.html,Direct,29
www.mysite.com/mysite-rangetwspecifications/index.html,Direct,29
www.mysite.com/news/mysite-electrifies-with-i-product-concept-car.html,Display,29
www.mysite.com/reviews/index.html,(Other),29
www.mysite.comtwindex.html,Referral,29
www.mysite.com/mysite-rangetwxe-modelstwprestige.html,Paid Search,27
www.mysite.com/offers-and-widget/widget-products/hire-purchase.html,Direct,27
www.mysite.com/owners/servicing-maintenance/genuine-parts.html,Paid Search,27
www.mysite.com/owners/servicing-maintenance/online-servicing-history.html,Direct,27
www.mysite.com/build-yours/index.html,Organic Search,27
buildyour.mysite.com/product_x/configure/jdxpayoff,Direct,26
widgetcalculator.mysite.com/bag/en/gb/fleet,Referral,26
jdxforms.mysite.com/mysite-gb-en/servlet/SmartForm.html,Paid Search,26
rules.config.mysite.comtwconfigure/exterior,Direct,26
www.mysite.com/mysite-range/f-product/fleet-and-business/index.html,Direct,26
www.mysite.com/mysite-rangetwfeatures/index.html,Paid Search,26
www.mysite.com/owners/def-adblue.html,(Other),26
www.mysite.com/owners/handbooks-guides/how-to-guides.html,Direct,26
www.mysite.com/owners/handbooks-guides/how-to-guides.html,Paid Search,26
www.mysite.com/owners/servicing-maintenance/book-service-online.html,Social,26
www.mysite.com/owners/servicing-maintenance/index.html,Direct,26
www.mysite.com/owners/warranties-roadside-assistance/standard-extended-warranty.html,Paid Search,26
www.mysite.com/reviewstwreviews.html,Direct,26
www.mysite.com/mysite-rangetwindex.html,Organic Search,26
www.mysite.com/fleet-and-business/company-car/choosing-a-mysite.html,Display,24
www.mysite.com/mysite-range/f-prod/convertible-models/index.html,Direct,24
www.mysite.com/mysite-range/f-prod/pricing-specifications/index.html,Direct,24
www.mysite.com/mysite-rangetwgallery.html,Organic Search,24
www.mysite.com/mysite-rangetwxe-modelstwportfolio.html,Display,24
www.mysite.com/mysite-rangetwindex.html,Email,24
www.mysite.com/news/f-product-wins-car-of-the-year.html,Referral,24
www.mysite.com/reviewstwreviews.html,Paid Search,24
jdxforms.mysite.com/mysite-gb-en/servlet/SmartForm.html,Direct,23
rules.config.mysite.comtwconfigure/exterior,Direct,23
www.mysite.com/emissions-lookup/index.html,Organic Search,23
www.mysite.com/fleet-and-business/company-car/f-prod.html,Direct,23
www.mysite.com/mysite-racing/index.html,Referral,23
www.mysite.com/mysite-rangetwfeatures/index.html,Direct,23
www.mysite.com/offers-and-widget/all-offers/index.html,Display,23
widgetcalculator.mysite.com/bag/en/gb/fleet,Organic Search,21
rules.config.mysite.com/f-prod/configure/exterior,Direct,21
rules.config.mysite.comtwconfigure/exterior,Paid Search,21
www.mysite.com/,Referral,21
www.mysite.com/careers.html,Social,21
www.mysite.com/outforlunch/connectivity/outforlunch-apps.html,Display,21
www.mysite.com/offers-and-widget/all-offers/mysite-privilege.html,Referral,21
www.mysite.com/mysite-rangetwpricing-specs/index.html,Organic Search,21
rules.config.mysite.com/f-prod/configure/jdxpayoff,Organic Search,20
www.mysite.com/comparison-tool/index.html,(Other),20
www.mysite.com/experience-mysite/index.html,(Other),20
www.mysite.com/experience-mysite/local-events/index.html,Referral,20
www.mysite.com/mysite-rangetwsportbrake/index.html,Email,20
www.mysite.com/mysite-rangetwfeatures/index.html,Direct,20
www.mysite.com/offers-and-widget/all-offers/index.html,Social,20
www.mysite.com/owners/handbooks-guides/index.html,Referral,20
www.mysite.com/mysite-range/f-product/index.html,Organic Search,20
jdxforms.mysite.com/mysite-gb-en/servlet/SmartForm.html,Direct,18
rules.config.mysite.com/f-product/configure/exterior,Referral,18
rules.config.mysite.com/f-product/configure/interior,Direct,18
www.mysite.com/,Paid Search,18
www.mysite.com/about-mysite/secret_service/index.html,Email,18
www.mysite.com/august-sales-event/index.html,(Other),18
www.mysite.com/mysite-range/f-product/offers/index.html,Direct,18
www.mysite.com/mysite-rangetwxe-modelstwr-sport.html,Direct,18
www.mysite.com/mysite-rangetwoffers/index.html,Paid Search,18
www.mysite.com/mysite-rangetwoffers/mysite-privilege-pcp.html,Direct,18
www.mysite.com/news/index.html,Social,18
www.mysite.com/news/tech-fest.html,Referral,18
www.mysite.com/owners/servicing-maintenance/online-servicing-history.html,Paid Search,18
www.mysite.com/reviewstwreviews.html,Organic Search,18
www.mysite.com/about-mysite/concept-cars/index.html,Organic Search,18
rules.config.mysite.comtwconfigure/other,Organic Search,17
www.mysite.com/contact-us/index.html,Social,17
www.mysite.com/mysite-range/f-prod/convertible-models/index.html,Referral,17
www.mysite.com/mysite-range/f-prod/coupe-models/f-prod-svr.html,Paid Search,17
www.mysite.com/news/f-product-wins-car-of-the-year.html,(Other),17
www.mysite.com/news/goodwood-festival-of-speed.html,Display,17
www.mysite.com/owners/accessories/index.html,Direct,17
www.mysite.com/about-mysite/secret_service/index.html,Organic Search,17
gear.mysite.com/gb/en/,Display,15
jdxforms.mysite.com/mysite-gb-en/servlet/SmartForm.html,Direct,15
jdxforms.mysite.com/mysite-gb-en/servlet/SmartForm.html,Organic Search,15
rules.config.mysite.comtwconfigure/model,Email,15
rules.config.mysite.comtwconfigure/other,Paid Search,15
www.mysite.com/mysite-range/f-prod/coupe-models/f-prod-svr.html,Display,15
www.mysite.com/mysite-rangetwxe-modelstwportfolio.html,Direct,15
www.mysite.com/mysite-rangetwfeatures/in-car-technology.html,Organic Search,15
www.mysite.com/mysite-rangetwmodelstwr-sport.html,Paid Search,15
www.mysite.com/mysite-rangetwaccessories/index.html,Paid Search,15
www.mysite.com/offers-and-widget/value-your-car/index.html,(Other),15
www.mysite.com/offers-and-widget/value-your-car/index.html,Display,15
www.mysite.com/owners/handbooks-guides/how-to-guides.html,Social,15
companymeringuecalculator.mysite.com/select/single,(Other),14
jdxforms.mysite.com/mysite-gb-en/servlet/SmartForm.html,(Other),14
jdxforms.mysite.com/mysite-gb-en/servlet/SmartForm.html,Organic Search,14
rules.config.mysite.comtwconfigure/jdxpayoff,Display,14
rules.config.mysite.comtwconfigure/exterior,Display,14
rules.config.mysite.comtwconfigure/exterior,Organic Search,14
rules.config.mysite.comtwconfigure/interior,Paid Search,14
www.mysite.com/about-mysite/ingenium-engine.html,Paid Search,14
www.mysite.com/about-mysite/mysite-classic/index.html,Direct,14
www.mysite.com/about-mysite/secret_service/index.html,(Other),14
www.mysite.com/experience-mysite/r-performance-centres.html,Referral,14
www.mysite.com/mysite-range/f-prod/models/index.html,Social,14
www.mysite.com/mysite-rangetwgallery.html,Direct,14
www.mysite.com/mysite-rangetwpricing-specs/index.html,Referral,14
www.mysite.com/mysite-rangetwfeatures/index.html,Direct,14
www.mysite.com/mysite-rangetwindex.html,Email,14
www.mysite.com/offers-and-widget/all-offers/index.html,(Other),14
www.mysite.com/reviews/f-product-reviews.html,Direct,14
www.mysite.com/about-mysite/mysite-classic/index.html,Organic Search,14
www.mysite.com/market-selector.html,Display,14
jdxforms.mysite.com/mysite-gb-en/servlet/SmartForm.html,Social,13
jdxforms.mysite.com/mysite-gb-en/servlet/SmartForm.html,(Other),13
rules.config.mysite.com/f-product/configure/jdxpayoff,Display,13
rules.config.mysite.com/f-prod/configure/model,Email,13
rules.config.mysite.comtwconfigure/exterior,Referral,13
rules.config.mysite.comtwconfigure/interior,Paid Search,13
rules.config.mysite.comtwconfigure/other,Paid Search,13
www.mysite.com/about-mysite/reliability/index.html,Display,13
www.mysite.com/fleet-and-business/company-car/widget-and-benefit.html,Direct,13
www.mysite.com/outforlunch/spotify.html,Display,13
www.mysite.com/mysite-range/e-product/index.html,Email,13
www.mysite.com/mysite-rangetwpricing-specs/index.html,Referral,13
www.mysite.com/offers-and-widget/widget-products/index.html,Referral,13
www.mysite.com/owners/servicing-maintenance/genuine-parts.html,Direct,13
www.mysite.com/reviewstwreviews.html,Direct,13
www.mysite.com/contact-us/index.html,Direct,13
www.mysite.com/mysite-range/f-prod/index.html,Direct,13
rules.config.mysite.com/f-product/configure/interior,Display,11
rules.config.mysite.com/f-prod/configure/jdxpayoff,Referral,11
rules.config.mysite.comtwconfigure/jdxpayoff,Direct,11
rules.config.mysite.comtwconfigure/other,Display,11
rules.config.mysite.comtwconfigure/jdxpayoff,Organic Search,11
www.mysite.com/about-mysite/mysite-classic/index.html,Paid Search,11
www.mysite.com/august-sales-event/index.html,Email,11
www.mysite.com/outforlunch/connectivity/outforlunch-apps.html,Social,11
www.mysite.com/outforlunch/index.html,Referral,11
www.mysite.com/mysite-rangetwfeatures/interior.html,Organic Search,11
www.mysite.com/mysite-rangetwfeatures/interior.html,Organic Search,11
www.mysite.com/offers-and-widget/widget-products/mysite-privilege.html,Social,11
www.mysite.com/owners/handbooks-guides/index.html,Social,11
www.mysite.com/terms-conditions.html,Referral,11
www.mysite.com/mysite-rangetwpricing-specs/index.html,Organic Search,11
rules.config.mysite.com/f-product/configure/exterior,Display,10
www.mysite.com/about-mysite/concept-cars/cx75.html,Direct,10
www.mysite.com/contact-us/index.html,Display,10
www.mysite.com/experience-mysite/factory-tours/index.html,Social,10
www.mysite.com/outforlunch/spotify.html,Social,10
www.mysite.com/mysite-range/f-product/f-product-models/index.html,Referral,10
www.mysite.com/mysite-range/f-product/f-product-models/portfolio.html,Display,10
www.mysite.com/mysite-range/f-product/f-product-models/prestige.html,Direct,10
www.mysite.com/mysite-range/f-prod/coupe-models/f-prod-svr.html,Direct,10
www.mysite.com/mysite-range/i-product-concept-car/index.html,Email,10
www.mysite.com/mysite-range/mysite-e-product/index.html,Email,10
www.mysite.com/mysite-rangetwfleet-and-business/index.html,Direct,10
www.mysite.com/mysite-rangetwmodelstwr-sport.html,Referral,10
www.mysite.com/mysite-rangetwfeatures/index.html,Organic Search,10
www.mysite.com/market-selector.html,Social,10
www.mysite.com/newstwautoexpress-award.html,Display,10
www.mysite.com/offers-and-widget/widget-products/advanced-payment-plan.html,Direct,10
www.mysite.com/owners/def-adblue.html,Display,10
www.mysite.com/reviews/f-prod-reviews.html,Direct,10
www.mysite.com/mysite-range/index.html,Organic Search,10
gear.mysite.com/gb/en/,Social,8
jdxforms.mysite.com/mysite-gb-en/servlet/SmartForm.html,Organic Search,8
rules.config.mysite.com/f-prod/configure/exterior,Display,8
rules.config.mysite.comtwconfigure/other,Direct,8
rules.config.mysite.com/xfsb/configure/model,Referral,8
rules.config.mysite.comtwconfigure/model,Email,8
www.mysite.com/cookie-and-privacy-policy.html,Social,8
www.mysite.com/emissions-lookup/index.html,Social,8
www.mysite.com/outforlunch/index.html,Social,8
www.mysite.com/mysite-range/f-product/f-product-models/index.html,Display,8
www.mysite.com/mysite-range/f-prod/models/index.html,Referral,8
www.mysite.com/mysite-range/f-prod/pricing-specifications/index.html,Paid Search,8
www.mysite.com/mysite-rangetwgallery.html,Direct,8
www.mysite.com/news/goodwood-festival-of-speed.html,Email,8
www.mysite.com/offers-and-widget/widget-products/personal-contract-hire.html,Referral,8
www.mysite.com/offers-and-widget/mysite-privilege.html,(Other),8
www.mysite.com/sitemap.html,Referral,8
www.mysite.com/mysite-range/i-product-concept-car/index.html,Organic Search,8
widgetcalculator.mysite.com/bag/en/gb/models,Display,7
jdxforms.mysite.com/mysite-gb-en/servlet/SmartForm.html,Referral,7
rules.config.mysite.comtwconfigure/model,Email,7
www.mysite.com/about-mysite/secret_service/project-8.html,Email,7
www.mysite.com/experience-mysite/local-events/index.html,Social,7
www.mysite.com/mysite-range/f-product/f-product-accessories/index.html,Referral,7
www.mysite.com/mysite-range/f-product/offers/index.html,Social,7
www.mysite.com/mysite-rangetwaccessories/index.html,Paid Search,7
www.mysite.com/mysite-rangetwgallery.html,Paid Search,7
www.mysite.com/mysite-rangetwoffers/index.html,Direct,7
www.mysite.com/mysite-rangetwpricing-specs/index.html,Direct,7
www.mysite.com/mysite-rangetwfleet-and-business/index.html,Paid Search,7
www.mysite.com/news/goodwood-festival-of-speed.html,Referral,7
www.mysite.com/news/index.html,Display,7
www.mysite.com/newstwbest-executive-award.html,Referral,7
www.mysite.com/owners/servicing-maintenance/book-service-online.html,Display,7
www.mysite.comtwindex.html,Organic Search,7
www.mysite.de/index.html,Paid Search,7
widgetcalculator.mysite.com/bag/en/gb/fleet,Display,5
jdxforms.mysite.com/mysite-gb-en/servlet/SmartForm.html,Direct,5
jdxforms.mysite.com/mysite-gb-en/servlet/SmartForm.html,Paid Search,5
jdxforms.mysite.com/mysite-gb-en/servlet/SmartForm.html,Referral,5
jdxforms.mysite.com/mysite-gb-en/servlet/SmartForm.html,Paid Search,5
rules.config.mysite.com/f-product/configure/jdxpayoff,Referral,5
rules.config.mysite.comtwconfigure/other,Referral,5
rules.config.mysite.comtwconfigure/jdxpayoff,Direct,5
www.mysite.com/about-mysite/concept-cars/cx75.html,Paid Search,5
www.mysite.com/about-mysite/concept-cars/index.html,Display,5
www.mysite.com/emissions-lookup/index.html,Referral,5
www.mysite.com/experience-mysite/factory-tours/index.html,Display,5
www.mysite.com/mysite-range/f-product/experience-f-product/index.html,Direct,5
www.mysite.com/mysite-range/f-product/offers/index.html,(Other),5
www.mysite.com/mysite-range/f-prod/f-prod-offers/f-prod-widget-offer.html,Paid Search,5
www.mysite.com/mysite-rangetwoffers/mysite-privilege-pcp.html,Social,5
www.mysite.com/mysite-rangetwxe-modelstwprestige.html,Display,5
www.mysite.com/mysite-rangetwmodels/index.html,Referral,5
www.mysite.com/mysite-rangetwmodelstwr-sport.html,Direct,5
www.mysite.com/mysite-rangetwoffers/mysite-privilege-pcp.html,Organic Search,5
www.mysite.com/mysite-rangetwfeatures/in-car-technology.html,Organic Search,5
www.mysite.com/owners/servicing-maintenance/index.html,Referral,5
jdxforms.mysite.com/mysite-gb-en/servlet/SmartForm.html,Organic Search,4
rules.config.mysite.comtwconfigure/other,Direct,4
rules.config.mysite.comtwconfigure/interior,Direct,4
rules.config.mysite.comtwconfigure/interior,Organic Search,4
www.mysite.com/about-mysite/mysite-classic/index.html,Display,4
www.mysite.com/about-mysite/secret_service.html,Email,4
www.mysite.com/experience-mysite/index.html,Email,4
www.mysite.com/fleet-and-business/company-car/choosing-a-mysite.html,Direct,4
www.mysite.com/mysite-rangetwfeatures/index.html,Paid Search,4
www.mysite.com/newstwbest-executive-award.html,Social,4
www.mysite.com/offers-and-widget/all-offers/mysite-business-contract-hire.html,Social,4
www.mysite.com/offers-and-widget/all-offers/mysite-privilege.html,(Other),4
www.mysite.com/offers-and-widget/widget-products/advanced-payment-plan.html,Referral,4
www.mysite.com/offers-and-widget/widget-products/mysite-privilege.html,Referral,4
www.mysite.com/offers-and-widget/mysite-business-contract-hire.html,Social,4
www.mysite.com/offers-and-widget/value-your-car/index.html,Social,4
www.mysite.com/owners/handbooks-guides/how-to-guides.html,Referral,4
www.mysite.com/owners/servicing-maintenance/fixed-price-servicing.html,Social,4
www.mysite.com/owners/servicing-maintenance/service-plans.html,Social,4
www.mysite.com/request-a-brochure/index.html,Email,4
www.mysite.com/search.html,Organic Search,4
www.mysite.com/search.html,Organic Search,4
www.mysite.com/sitemap.html,Social,4
www.mysite.com/dealer-locator.html,Paid Search,4
www.mysite.com/mysite-racing/the-car/index.html,Organic Search,4
jdxforms.mysite.com/mysite-gb-en/servlet/SmartForm.html,Display,2
jdxforms.mysite.com/mysite-gb-en/servlet/SmartForm.html,Referral,2
jdxforms.mysite.com/mysite-gb-en/servlet/SmartForm.html,Referral,2
jdxforms.mysite.com/mysite-gb-en/servlet/SmartForm.html,Paid Search,2
jdxforms.mysite.com/mysite-gb-en/servlet/SmartForm.html,(Other),2
jdxforms.mysite.com/mysite-gb-en/servlet/SmartForm.html,Social,2
jdxforms.mysite.com/mysite-gb-en/servlet/SmartForm.html,Direct,2
jdxforms.mysite.com/mysite-gb-en/servlet/SmartForm.html,Paid Search,2
jdxforms.mysite.com/mysite-gb-en/servlet/SmartForm.html,Referral,2
jdxforms.mysite.com/mysite-gb-en/servlet/SmartForm.html,Social,2
rules.config.mysite.com/f-prod/configure/exterior,Referral,2
rules.config.mysite.comtwconfigure/jdxpayoff,Referral,2
rules.config.mysite.com/xfsb/configure/model,Social,2
rules.config.mysite.comtwconfigure/exterior,Paid Search,2
rules.config.mysite.comtwconfigure/exterior,Referral,2
www.mysite.com/,Social,2
www.mysite.com/about-mysite/concept-cars/index.html,Social,2
www.mysite.com/contact-us/index.html,(Other),2
www.mysite.com/cookie-and-privacy-policy.html,(Other),2
www.mysite.com/daphalltheway/i-product-etrophy.html,(Other),2
www.mysite.com/experience-mysite/local-events/index.html,Display,2
www.mysite.com/experience-mysite/motor-shows/index.html,Social,2
www.mysite.com/experience-mysite/r-performance-centres.html,Display,2
www.mysite.com/fleet-and-business/company-car/index.html,Referral,2
www.mysite.com/mysite-racing/index.html,Social,2
www.mysite.com/mysite-range/f-product/experience-f-product/index.html,Paid Search,2
www.mysite.com/mysite-range/f-product/f-product-models/portfolio.html,Direct,2
www.mysite.com/mysite-range/f-product/f-product-models/r-sport.html,Display,2
www.mysite.com/mysite-range/f-prod/coupe-models/index.html,Display,2
www.mysite.com/mysite-rangetwaccessories/index.html,Direct,2
www.mysite.com/mysite-rangetwfeatures/in-car-technology.html,Direct,2
www.mysite.com/mysite-rangetwxe-models/index.html,Referral,2
www.mysite.com/mysite-rangetwaccessories/index.html,Referral,2
www.mysite.com/mysite-rangetwfeatures/interior.html,Organic Search,2
www.mysite.com/mysite-rangetwaccessories/index.html,Direct,2
www.mysite.com/mysite-rangetwfeatures/in-car-technology.html,Direct,2
www.mysite.com/newstwautoexpress-award.html,(Other),2
www.mysite.com/newstwautoexpress-award.html,Social,2
www.mysite.com/newstwbest-executive-award.html,Display,2
www.mysite.com/offers-and-widget/all-offers/index.html,Referral,2
www.mysite.com/offers-and-widget/widget-products/mysite-privilege.html,Display,2
www.mysite.com/owners/handbooks-guides/index.html,Display,2
www.mysite.com/owners/servicing-maintenance/book-service-online.html,(Other),2
www.mysite.com/reviewstwreviews.html,Social,2
www.mysite.com/reviewstwreviews.html,Referral,2
www.mysite.com/search.html,Email,2
www.mysite.com/search.html,Direct,2
www.mysite.com/search.html,Organic Search,2
www.mysite.com/search.html,Direct,2
www.mysite.com/sitemap.html,Display,2
www.mysite.comtwindex.html,Display,2
www.mysite.com/dealer-locator.html,Organic Search,2
www.mysite.com/mysite-range/f-product/index.html,Direct,2
www.mysite.com/mysite-range/mysite-e-product/index.html,Organic Search,2
www.mysite.com/mysite-rangetwindex.html,Organic Search,2
www.mysite.com/request-a-brochure/index.html,Organic Search,2
